4339_imp/km,4339 impulses per kilometer
4366_imp/km,4366 impulses per kilometer
4398_imp/km,4398 impulses per kilometer
4441_imp/km,4441 impulses per kilometer
4445_imp/km,4445 impulses per kilometer
4465_imp/km,4465 impulses per kilometer
4473_imp/km,4473 impulses per kilometer
4486_imp/km,4486 impulses per kilometer
4490_imp/km,4490 impulses per kilometer
4494_imp/km,4494 impulses per kilometer
450_ms,450 milliseconds
4500_imp/km,4500 impulses per kilometer
4500_u/min,4500 revolutions per minute
4512_u/min,4512 revolutions per minute
4513_imp/km,4513 impulses per kilometer
4526_imp/km,4526 impulses per kilometer
4531_imp/km,4531 impulses per kilometer
4534_imp/km,4534 impulses per kilometer
4539_imp/km,4539 impulses per kilometer
4543_imp/km,4543 impulses per kilometer
4556_imp/km,4556 impulses per kilometer
4558_imp/km,4558 impulses per kilometer
4571_imp/km,4571 impulses per kilometer
4574_imp/km,4574 impulses per kilometer
4577_imp/km,4577 impulses per kilometer
4603_imp/km,4603 impulses per kilometer
4605_imp/km,4605 impulses per kilometer
4614_imp/km,4614 impulses per kilometer
4615_imp/km,4615 impulses per kilometer
46463_imp/km,46463 impulses per kilometer
4649_imp/km,4649 impulses per kilometer
4652_imp/km,4652 impulses per kilometer
4661_imp/km,4661 impulses per kilometer
4663_imp/km,4663 impulses per kilometer
46ah,46 ampere-hours
47_l,47 liters
4712_imp/km,4712 impulses per kilometer
4716_imp/km,4716 impulses per kilometer
4764_imp/km,4764 impulses per kilometer
4797_imp/km,4797 impulses per kilometer
4798_imp/km,4798 impulses per kilometer
48_impulse_mit_abs,
48_zaehne,48 teeth
4812_imp/km,4812 impulses per kilometer
4844_imp/km,4844 impulses per kilometer
4846_imp/km,4846 impulses per kilometer
4858_imp/km,4858 impulses per kilometer
4912_imp/km,4912 impulses per kilometer
4925_imp/km,4925 impulses per kilometer
4961_imp/km,4961 impulses per kilometer
4974_imp/km,4974 impulses per kilometer
4bh_und_1a7h,
4l_von_16l_tank,
4sec,4 seconds
4-zylinder,4-cylinder
5,5
5.0_l,5.0 liters
5_amp,5 amperes
5_gaenge,5-speed
5_hz,5 hertz
5_kanal,5-channel
5_klimastile,
5_liter,5 liters
5_mal,5 times
5_min,5 minutes
5_minuten,5 minutes
5_minutes,5 minutes
5_s,5 seconds
5_sec,5 seconds
5_seg,
5_sekunden,5 seconds
5_sensoren,5 sensors
5_wandler,
5_wecker,
50%,50%
50_grad,50 degrees
50_ms,50 milliseconds
500_km,500 kilometers
500_meter,500 meters
500_ms,500 milliseconds
500_rpm,500 revolutions per minute
500ms,500 milliseconds
50251_imp/km,50251 impulses per kilometer
50us,50 microseconds
51_l,51 liters
51_sec,51 seconds
5200_u/min,5200 revolutions per minute
55188_imp/km,55188 impulses per kilometer
55ah,55 ampere-hours
56_steps,56 steps
5800_u/min,5800 revolutions per minute
5900_u/min,5900 revolutions per minute
5-gang,5-speed
5l_von_16l_tank,
5s,5 seconds
5sec,5 seconds
6.000_km,6000 kilometers
6_gaenge,6-speed
6_imp/umdrehung,6 impulses per revolution
6_kanal,6-channel
6_keys,6 keys
6_l,6 liters
6_mal,6 times
6_min,6 minutes
6_plus_2_keys,
6_s,6 seconds
6_sec,6 seconds
6_sensoren,6 sensors
6_v,6 volts
6_wandler,
6_zylinder,6-cylinder
6_zylinder_benziner,6-cylinder gasoline
6_zylinder_diesel,6-cylinder diesel
6_zylinder_diesel_m57,6-cylinder diesel (M57)
60_grad,60 degrees
60_l_literskala,60 liters (liters scale)
60_min,60 minutes
60_sekunden,60 seconds
600_ms,600 milliseconds
6000_u/min,6000 revolutions per minute
6016_u/min,6016 revolutions per minute
60ah_agm,60 ampere-hours (AGM)
60s,60 seconds
60sec,60 seconds
60seconds,60 seconds
62_l,62 liters
6400_u/min,6400 revolutions per minute
6500_u/min,6500 revolutions per minute
65c,
6700_u/min,6700 revolutions per minute
68kw,68 kilowatts
6900_u/min,6900 revolutions per minute
6912_u/min,6912 revolutions per minute
6db,6 decibel
6-gang,6-speed
6sec,6 seconds
7,7
7.0_l,7.0 liters
7_days,7 days
7_gaenge,7-speed
7_kanal,7-channel
7_l,7 liters
7_mal,7 times
7_min,7 minutes
7_minutes,7 minutes
7_schritte,7 steps
7_sec,7 seconds
7_tage,7 days
7_volt,7 volts
70.4%,70.4%
70_grad,70 degrees
70_l_literskala,70 liters (liters scale)
70_l_prozentskala,70 liters (percentage scale)
700_ms,700 milliseconds
7000_u/min,7000 revolutions per minute
7000_u/min_m43,7000 revolutions per minute (M43)
7000_upm_3_imp/kwu,
7000_upm_4_imp/kwu,
7008_u/min,7008 revolutions per minute
700ms,700 milliseconds
70agm,
70ah,70 ampere-hours
70ah_agm,70 ampere-hours (AGM)
716_tage,716 days
72_l,72 liters
72_l_prozentskala,72 liters (percentage scale)
72_stunden,72 hours
7200_u/min,7200 revolutions per minute
735i_745i,
735li_745li,
74_l_prozentskala,74 liters (percentage scale)
75%,75%
75_db,75 decibel
75_l_literskala,75 liters (liters scale)
75_liter,75 liters
7500_u/min,7500 revolutions per minute
75-4_liter,
75us,
76_l_literskala,76 liters (liters scale)
76_l_prozentskala,76 liters (percentage scale)
78_zaehne,78 teeth
7sec,7 seconds
8%,8%
8.5v,8.5 volts
8_amp,8 amperes
8_gaenge,8-speed
8_kanal,8-channel
8_keys,8 keys
8_km/h,8 kilometers per hour
8_kmh,8 kilometers per hour
8_l,8 liters
8_liter,8 liters
8_mal,8 times
8_mhz,8 megahertz
8_min,8 minutes
8_minutes,8 minutes
8_s,8 seconds
8_samples,8 samples
8_sec,8 seconds
8_seconds,8 seconds
8_v,8 volts
8_wandler,
8_zylinder,8-cylinder
8_zylinder_benziner,8-cylinder gasoline
8_zylinder_diesel,8-cylinder diesel
80%,80%
80_l_kunststoff,80 liters plastic
80_liter,80 liters
800_ms,800 milliseconds
8000_u/min,8000 revolutions per minute
8000_upm_3_imp/kwu,
80ah,80 ampere-hours
80ah_agm,80 ampere-hours (AGM)
81_l_stahl,81 liters steel
85%,85%
85_l_literskala,85 liters (liters scale)
85_l_prozentskala,85 liters (percentile scale)
85_liter,85 liters
85kw,85 kilowatts
8s,8 seconds
8sec,8 seconds
9,9
9.0_volt,9.0 volts
9.5_volt,9.5 volts
9.5v,9.5 volts
9_kanal,9-channel
9_liter,9 liters
9_mal,9 times
9_min,9 minutes
9_seg_tankalgo2010,
9_volt,9 volts
90%,90%
90_l_literskala,90 liters (liters scale)
90_l_literskala_jex,
90_l_prozentskala,90 liters (percentage scale)
90_l_stahl,90 liters steel
90_l_u_zusatztank_alpina,90 liters + additional tank alpina
90_liter,90 liters
90_min,90 minutes
900_ms,900 milliseconds
90agm,
90ah,90 ampere-hours
90ah_agm,90 ampere-hours (AGM)
91_l_stahl,91 liters steel
92_l_literskala,92 liters (liters scale)
92_l_prozentskala,92 liters (percentage scale)
95_l_literskala,95 liters (liters scale)
95_l_prozentskala,95 liters (percentage scale)
95ah,95 ampere-hours
98ms,98 milliseconds
99.840_km,99840 kilometers
9sec,9 seconds
A_ACC_MIN,
A_HBG_FUEL_TANK_C10,
A_HBG_FUEL_TANK_C30,
A_HYSTERESE,
A_HYSTERESE_FK,
A_MAX,
A_MAX_DSC,
A_MIN,
A_MIN_DSC,
A_QUER_OFFSET_D,
A_QUER_ZUSCHALT_MAX,
A_TEMP_DELTA_OFFSET,
A_TEMP_OFFSET_SCHWELLE,
A_WUNSCH_NEG_FEIN,
A_WUNSCH_NEG_GROB,
A_WUNSCH_POS_FEIN,
A_WUNSCH_POS_GROB,
A2DP_AUDIO_STREAMING,
A2DP_AVRCP_EIN_AUS,
A2DP_EIN_AUS,
A2DP_PROFILE,
A3C6_APPL_MONITOR,
A4A,
A4A_REMOTE_APPS,
A569_APPL_MONITOR_UEP,
aa_beifahrer,
AACN_1,
AACN_DATA_SEND,
Aacn_INTEGRATIONSDAUER,
AACN_INTEGRATIONSDAUER,
AAT_SCHUB_AUSST_OFFS,
AAT_SCHUB_EINST_OFFS,
ab,
AB_BOOST,
AB_DIMM,
ab_off_sbr_off,
AB_SCHWELLE_DEJUSH_1,
AB_SCHWELLE_DEJUSH_2,
ab_sensor,
ab_sensor_e53,
ABA_ABP,
ABBIEGELI_AUS_BEI_FL_LH,
ABBIEGELI_PL2_MIT_NSW,Cornering lights PL2 with front fog lights
ABBIEGELICHT_CKM_0,Cornering light (CKM - Key 1)
ABBIEGELICHT_CKM_1,Cornering light (CKM - Key 2)
ABBIEGELICHT_CKM_2,Cornering light (CKM - Key 3)
ABBIEGELICHT_CKM_3,Cornering light (CKM - Key 4)
ABBIEGELICHT_MIT_NSW,Cornering lights with front fog lights
ABBL_LZ_PROZENT,
ABBL_LZ_RKW,
ABBL_LZ_STAND,
ABBLENDLICHT_PRUEF,Low beam check
ABBLENDZEIT_1_LCD,Dimming time 1 for LCD
ABBLENDZEIT_1_LCD_FOND,Dimming time 1 for rear LCD
ABBLENDZEIT_2_LCD,Dimming time 2 for LCD
ABBLENDZEIT_2_LCD_FOND,Dimming time 2 for rear LCD
Abblendzeiten_LCD,Dimming times LCD
ABBR_TI_BLK,
ABBRUCH_OEL_ANZ_BEI_FAHRT,Abort oil indicator when driving
abbz_1_basis_fond,
abbz_1_basis_fond_e67,
abbz_1_basis_fond_ir,
abbz_1_basis_front,
abbz_1_basis_front_e67,
abbz_1_basis_front_ir,
abbz_1_high_front,
abbz_1_high_front_e67,
abbz_1_high_front_ir,
abbz_2_basis_fond,
abbz_2_basis_fond_e67,
abbz_2_basis_fond_ir,
abbz_2_basis_front,
abbz_2_basis_front_e67,
abbz_2_basis_front_ir,
abbz_2_high_front,
abbz_2_high_front_e67,
abbz_2_high_front_ir,
ABFRAGEZEIT_AHM,Trailer module checking interval
ABGASKLAPPE,Exhaust valve
ABGASKLAPPEN-Config,Exhaust valves configuration
abgesteckt,
ABGLEICH_REAL_TIMER,Calibration real timer
Abgleichparameter,Calibration parameter
Abgleich-Werte,Calibration values
ABK_KLIMASTIL,
ABK_KNICK,
ABK_MIN_PROZ,
ABK_VERLAENG,
ABKLAPPSTELLUNG,Wiper arm parked position changes from horizontal to vertical when active
ABKLAPPWERT,Tilt value
ABKLAPPWERT_GM,
ABKUEHLFAKTOR,
ABL_AUS_BEI_FL_LH_EIN,
ABL_VER_SW5_VERKN,
ABLAGEVERRIEGELUNG,Glove box lock
ABLAUFSTEUERUNG_1,Process control 1
ABLAUFSTEUERUNG_2,Process control 2
ABRISS_NTC_ATEMP1,
ABRISS_NTC_ATEMP1_E89,
ABRISS_NTC_ATEMP2,
ABRISS_NTC_ATEMP2_E89,
abs,
ABS,
abs_asc,
ABS_CAN,
ABS_K46,
ABS_K70,
ABS_LIEFERANT,Antilock Braking System (ABS) - supplier
ABS_MIN_2_OD_ALC_AKTIV_3,
ABS_MIN_STELLUNG_2,Antilock Braking System (ABS) - minimum position
abs_orpa,
ABS_PRESENCE,
ABS_REG_ENABLE,
abs_sensor,
ABS_SPORT_MODUS,
ABS_SUPPLIER,Antilock Braking System (ABS) - supplier
ABS_TOLERANZ_LANGSAME_REG,Antilock Braking System (ABS) - tolerance slow registration
ABS_TOLERANZ_SCHNELLE_REG,Antilock Braking System (ABS) - tolerance fast registration
ABS_TYPE,
ABS_VERBAUT,Antilock Braking System (ABS) - installed
ABS_VOL_GONG,
ABS_VOL_PDC,
ABS_VOL_RING,
ABS_VOL_SRS,
ABS_VOL_SRS_CIC,
ABS_VOL_TA,
ABS_VOL_TEL,
ABS_VOL_TEL_CIC,
ABSCHALT_GESCHWINDIGKEIT,Shut down speed
ABSCHALT_KL50,Disengagement terminal 50 (key in position III - start)
abschaltbar,Can shut down
ABSCHALTBARKEIT_DSC,Dynamic Stability Control (DSC) can shut down
ABSCHALTDREHZAHL_ANLASSER,Shut down speed (RPM) starter motor
ABSCHALTI,
ABSCHALTKRITERIEN_ECE,Shut down criterion ECE (Europe)
ABSCHALTKRITERIEN_US,Shut down criterion US (USA)
ABSCHALTMELDUNG,Shut down notification
ABSCHALTPKT_ALBV_OEFF,
ABSCHALTPKT_MEM_OEFF,
ABSCHALTPUNKT_OBEN,Shut down point top
ABSCHALTSPANNUNG_KL_30,Disengagement voltage terminal 30 (battery - always hot)
ABSCHALTTEMP,Shut down temperature
ABSCHALTTEMPERATUR,Shut down temperature
ABSCHALTUNG_EKP_CRASH,
ABSCHALTUNG_KL_R,Disengagement terminal R (key in position I - accessories)
ABSCHALTUNG_KL15,Disengagement terminal 15 (key in position II - run)
ABSCHALTUNG_RFS,Disengagement reversing lights
ABSCHALTUNG_RFS_1,Disengagement reversing lights 1
ABSCHALTUNG_RUHE,Shut down idle
ABSCHALTUNG_UNTERSPG,Shut down low voltage
ABSCHALTUNG_VERBRAUCHER,Shut down consumer load
ABSCHALTWEG,Shut down distance
ABSCHALTZEIT_IR,Shut down time infrared
ABSCHALTZEIT_IR_SENDER,Shut down time infrared transceiver
ABSCHW_D_TAU_HI,
ABSCHW_D_TAU_HI_SP,
ABSCHW_D_TAU_LO,
ABSCHW_D_TAU_LO_SP,
ABSCHWAECH_D_TAU,
ABSCHWAECH_D_TAU_SP,
ABSENK_ENTERTAINMENT_PDC,Mute entertainment when Park Distance Control (PDC) activated
absenken,Lowering
absenkung_0.5_km/h,lowering 0.5 kilometers per hour
absenkung_0.7_km/h,lowering 0.7 kilometers per hour
ABSENKUNG_10_KM/H,lowering 10 kilometers per hour
ABST_ENDT_VOR_PH_2_KI_BFH,
ABST_ENDT_VOR_PH_2_KI_BFS,
ABST_ENDT_VOR_PH_2_KI_FAH,
ABST_ENDT_VOR_PH_2_KI_FAS,
ABST_ENDT_VOR_PH_2_LE_BFH,
ABST_ENDT_VOR_PH_2_LE_BFS,
ABST_ENDT_VOR_PH_2_LE_FAH,
ABST_ENDT_VOR_PH_2_LE_FAS,
ABSTAND_DAUERTON_KOPPL,Distance continuous tone coupling
ABSTAND_DAUERTON_KOPPLUNG,Distance continuous tone coupling
ABSTAND_ECK_MIT_HI,Distance corner center rear
ABSTAND_ECKE_MIT_VO,Distance corner center front
ABSTAND_EINBAU_WANDLER,Distance built-in sensor
abstand_endtemp_e65,
abstand_endtemp_rr,
ABSTAND_HINTEN,Distance rear
ABSTAND_HOLD_NORMAL_MODE,Distance hold normal mode
ABSTAND_IDENT_PRIO,
ABSTAND_KALTPULSE,Distance cold pulse
ABSTAND_KOPPLUNG,Distance coupling
ABSTAND_MIT_MIT_HI,Distance center center rear
ABSTAND_MIT_MIT_VO,Distance center center front
ABSTAND_TONKOPPLUNG,Distance tone coupling
ABSTAND_VORN,Distance front
ABSTANDSANZEIGE,Distance indication
ABSTANDSSTUFE_INIT,Distance level initialization
ABSTANDSSTUFE_INIT_2,Distance level initialization 2
ABSTANDSSTUFE_INIT_LDM,Distance level initialization LDM
ABSTANDSSTUFE_MITTEL,Distance level medium
ABSTANDSSTUFE_MITTEL_NAH,Distance level medium-near
ABSTANDSSTUFE_MITTEL_WEIT,Distance level medium-far
ABSTANDSSTUFE_NACH_BO,
ABSTANDSSTUFE_NAH,Distance level near
ABSTANDSSTUFE_WEIT,Distance level far
ABSTANDSSTUFEN,Distance levels
ABSTANDSVERSTELLRICHTUNG,Distance adjustment direction
ABSTANDSVERSTELLRICHTUNG2,Distance adjustment direction 2
ABSTELLPOS_CUSTOM,Disengagement position custom
ABSTELLPOS_SMC,
ABSTIMMPARA_LWVERIFIZ,
ABSTIMMPARAM_BELEUCHTUNG,Adjustment parameter lighting
