2-zylinder,2-cylinder
2.0_l/min,2.0 liters per minute
2.2_l/min,2.2 liters per minute
20%,20%
2000,2000
2000_ms,2000 milliseconds
2000_rpm,2000 revolutions per minute
2000ms,2000 milliseconds
2001,2001
2002,2002
2003,2003
2004,2004
2005,2005
2006,2006
200_ms,200 milliseconds
200_rpm,200 revolutions per minute
2047_tage,2047 days
208us,208 microseconds
20_km/h,20 kilometers per hour
20_l,20 liters
20_liter,20 liters
20_min,20 minutes
20_sec,20 seconds
20_sekunden,20 seconds
20l_tank_k25,
20s,20 seconds
21.4_liter,21.4 liters
210_kmh,210 kilometers per hour
210_meter,210 meters
22.000_km,22000 kilometers
220_km/h_ece,220 kilometers per hour (Europe)
220_km/h_jpn,220 kilometers per hour (Japan)
22_liter,22 liters
22_prozent,22%
24%,24%
24.000_km,24000 kilometers
24.5_liter,24.5 liters
240_km/h,240 kilometers per hour
240_km/h_ece,240 kilometers per hour (Europe)
240_km/h_ece/jpn,240 kilometers per hour (Europe/Japan)
240mah,240 milliampere-hours
240ms,240 milliseconds
249_6us,249.6 microseconds
24_km/h,24 kilometers per hour
24_liter,24 liters
24_stunden,24 hours
24h,24 hours
24l_tank_k44,
25.000_km,25000 kilometers
25000_rpm,25000 revolutions per minute
250_km/h,250 kilometers per hour
250_km/h_acc_e38,250 kilometers per hour E38 (7 Series) with active cruise control (ACC)
250_km/h_acc_japan_e38,250 kilometers per hour E38 (7 Series Japan) with active cruise control (ACC)
250_km/h_japan,250 kilometers per hour (Japan)
255_sek,255 seconds
25_grad,25 degrees
25_liter,25 liters
25_prozent,25%
25_s,25 seconds
25_sec,25 seconds
25_sek,25 seconds
25_sekunden,25 seconds
25_volt,25 volts
25l_tank_k26,
260_km/h_ece,260 kilometers per hour (Europe)
260_km/h_jpn,260 kilometers per hour (Japan)
26s,26 seconds
280_km/h_alpina,280 kilometers per hour (Alpina)
280_km/h_ece,280 kilometers per hour (Europe)
280_km/h_ece/jpn,280 kilometers per hour (Europe/Japan)
280_km/h_jpn,280 kilometers per hour (Japan)
28_5s,28.5 seconds
28_km/h,28 kilometers per hour
29.952_km,29952 kilometers
2932,2932
299_kmph,299 kilometers per hour
29h,
2_5hz,2.5 hertz
2_amp,
2_asic,
2_grad_minus,Minus 2 degrees temperature
2_grad_plus,Plus 2 degrees temperature
2_imp/umdrehung,2 impulses per revolution
2_keys,2 keys
2_mal,2 times
2_menu,
2_min,2 minutes
2_s,2 seconds
2_sec,2 seconds
2_sek,2 seconds
2_sekunden,2 seconds
2_service,2 services
2_stufen,2 stages
2_tueren,2 doors
2_unberechtigte_zugriffe,2 unjustified requests
2_wandler,2 transducers
2x_tastendruck,Double key press
3,3
3.5_l,3.5 liters
30%,30%
30.000_km,30000 kilometers
300_km/h_alpina,300 kilometers per hour (Alpina)
300_km/h_alpina_e39,300 kilometers per hour (E39 5 Series Alpina B10)
300_km/h_ece/jpn,300 kilometers per hour (Europe/Japan)
300_km/h_m5,300 kilometers per hour (M5 5 Series)
300_km/h_m5_japan,300 kilometers per hour (M5 5 Series Japan)
300_ms,300 milliseconds
300ms,300 milliseconds
300u/min,300 revolutions per minute
30_l,30 liters
30_mal,30 times
30_min,30 minutes
30_minuten,30 minutes
30_minutes,30 minutes
30_sec,30 seconds
30_sek,30 seconds
30s,30 seconds
30sec,30 seconds
32.200_km,32200 kilometers
320_km/h_alpina,320 kilometers per hour (Alpina)
3281,3281
32_liter_adv_tue,
335_tage,335 days
340_km/h_alpina,340 kilometers per hour (Alpina)
3488_u/min,3488 revolutions per minute
350_meter,350 meters
35_liter_adv_mue,
35_min,35 minutes
365_tage,365 days
37_liter,37 liters
37_liter_k25adv,
37l_tank_k25adv_hebel,
38%,38%
3808_u/min,3808 revolutions per minute
3861_imp/km,3861 impulses per kilometers
3900_imp/km,3900 impulses per kilometers
3960_imp/km,3960 impulses per kilometers
3_days,3 days
3_grad_minus,Minus 3 degrees temperature
3_grad_plus,Plus 3 degrees temperature
3_hz,3 hertz
3_imp/umdrehung,3 impulses per revolution
3_klimastile,
3_kmh,3 kilometers per hour
3_mal,3 times
3_min,3 minutes
3_monate,3 months
3_s,3 seconds
3_sec,3 seconds
3_sekunden,3 seconds
3_service,3 services
3_tage,3 days
3_wandler,3 transducers
3_weeks,3 weeks
3sec,3 seconds
4,4
4-zylinder,4-cylinder
4.0_l,4.0 liters
4.5_l,4.5 liters
4.5_sec,4.5 seconds
40%,40%
40,40
4000_imp/km,4000 impulses per kilometer
400_ms,400 milliseconds
400ms,400 milliseconds
40_steps,40 steps
40ah_agm,40 ampere-hours (AGM)
4218_imp/km,4218 impulses per kilometer
4229_imp/km,4229 impulses per kilometer
4260_imp/km,4260 impulses per kilometer
4282_imp/km,4282 impulses per kilometer
4331_imp/km,4331 impulses per kilometer
4339_imp/km,4339 impulses per kilometer
4366_imp/km,4366 impulses per kilometer
4398_imp/km,4398 impulses per kilometer
4441_imp/km,4441 impulses per kilometer
4445_imp/km,4445 impulses per kilometer
4465_imp/km,4465 impulses per kilometer
4473_imp/km,4473 impulses per kilometer
4486_imp/km,4486 impulses per kilometer
4490_imp/km,4490 impulses per kilometer
4494_imp/km,4494 impulses per kilometer
4500_imp/km,4500 impulses per kilometer
4500_u/min,4500 revolutions per minute
450_ms,450 milliseconds
4512_u/min,4512 revolutions per minute
4526_imp/km,4526 impulses per kilometer
4534_imp/km,4534 impulses per kilometer
4539_imp/km,4539 impulses per kilometer
4543_imp/km,4543 impulses per kilometer
4556_imp/km,4556 impulses per kilometer
4571_imp/km,4571 impulses per kilometer
4574_imp/km,4574 impulses per kilometer
4603_imp/km,4603 impulses per kilometer
4615_imp/km,4615 impulses per kilometer
46463_imp/km,46463 impulses per kilometer
4649_imp/km,4649 impulses per kilometer
4663_imp/km,4663 impulses per kilometer
46ah,46 ampere-hours
4712_imp/km,4712 impulses per kilometer
4716_imp/km,4716 impulses per kilometer
4764_imp/km,4764 impulses per kilometer
4797_imp/km,4797 impulses per kilometer
4798_imp/km,4798 impulses per kilometer
4812_imp/km,4812 impulses per kilometer
4844_imp/km,4844 impulses per kilometer
4846_imp/km,4846 impulses per kilometer
4858_imp/km,4858 impulses per kilometer
48_impulse_mit_abs,
48_zaehne,48 teeth
4912_imp/km,4912 impulses per kilometer
4925_imp/km,4925 impulses per kilometer
4961_imp/km,4961 impulses per kilometer
4974_imp/km,4974 impulses per kilometer
4_imp/umdrehung,4 impulses per revolution
4_impulse_ritzel,
4_km/h,4 kilometers per hour
4_liter,4 liters
4_mal,4 times
4_min,4 minutes
4_s,4 seconds
4_sec,4 seconds
4_sensoren,4 sensors
4_tueren,4 doors
4_wandler,4 transducers
4_wheel,4-wheel drive
4_zylinder,4-cylinder
4_zylinder_benziner,4-cylinder gasoline
4_zylinder_diesel,4-cylinder diesel
4_zylinder_diesel_m47,4-cylinder diesel (M47)
4bh_und_1a7h,"Check control notifications ""Trailer tow bar electrics!"" and ""Trailer coupling lock!"""
4sec,4 seconds
5,5
5-gang,5-speed
5.0_l,5.0 liters
50%,50%
500_km,500 kilometers
500_meter,500 meters
500_ms,500 milliseconds
500_rpm,500 revolutions per minute
500ms,500 milliseconds
50_grad,50 degrees
51_sec,51 seconds
5200_u/min,5200 revolutions per minute
55ah,55 ampere-hours
56_steps,56 steps
5800_u/min,5800 revolutions per minute
5900_u/min,5900 revolutions per minute
5_amp,5 amperes
5_gaenge,5-speed
5_hz,5 hertz
5_klimastile,
5_liter,5 liters
5_mal,5 times
5_min,5 minutes
5_minuten,5 minutes
5_minutes,5 minutes
5_s,5 seconds
5_sec,5 seconds
5_seg,
5_sekunden,5 seconds
5_sensoren,5 sensors
5_wandler,5 transducers
5_wecker,5 alarmclocks
5s,5 seconds
5sec,5 seconds
6-gang,6-speed
6.000_km,6000 kilometers
6000_u/min,6000 revolutions per minute
600_ms,600 milliseconds
6016_u/min,6016 revolutions per minute
60_grad,60 degrees
60_l_literskala,60 liters (liters scale)
60_sekunden,60 seconds
60ah_agm,60 ampere-hours (AGM)
60s,60 seconds
60sec,60 seconds
6400_u/min,6400 revolutions per minute
6500_u/min,6500 revolutions per minute
65c,65 °C (149 °F)
6700_u/min,6700 revolutions per minute
68kw,68 kilowatts
6900_u/min,6900 revolutions per minute
6912_u/min,6912 revolutions per minute
6_gaenge,6-speed
6_imp/umdrehung,6 impulses per revolution
6_keys,6 keys
6_l,6 liters
6_mal,6 times
6_min,6 minutes
6_plus_2_keys,6+2 keys
6_s,6 seconds
6_sec,6 seconds
6_sensoren,6 sensors
6_v,6 volts
6_wandler,6 transducers
6_zylinder,6-cylinder
6_zylinder_benziner,6-cylinder gasoline
6_zylinder_diesel,6-cylinder diesel
6_zylinder_diesel_m57,6-cylinder diesel (M57)
6db,6 decibels
6sec,6 seconds
7,7
7.0_l,7.0 liters
70.4%,70.4%
7000_u/min,7000 revolutions per minute
7000_u/min_m43,7000 revolutions per minute (M43)
7000_upm_3_imp/kwu,7000 revolutions per minute (3 impulses per crankshaft rotation)
7000_upm_4_imp/kwu,7000 revolutions per minute (4 impulses per crankshaft rotation)
7008_u/min,7008 revolutions per minute
700_ms,700 milliseconds
700ms,700 milliseconds
70_grad,70 degrees
70_l_literskala,70 liters (liters scale)
70_l_prozentskala,70 liters (percentage scale)
70agm,70 ampere-hours (AGM)
70ah,70 ampere-hours
70ah_agm,70 ampere-hours (AGM)
716_tage,716 days
7200_u/min,7200 revolutions per minute
72_l_prozentskala,72 liters (percentage scale)
74_l_prozentskala,74 liters (percentage scale)
75-4_liter,
7500_u/min,7500 revolutions per minute
75_l_literskala,75 liters (liters scale)
75_liter,75 liters
76_l_literskala,76 liters (liters scale)
76_l_prozentskala,76 liters (percentage scale)
78_zaehne,78 teeth
7_days,7 days
7_gaenge,7-speed
7_l,7 liters
7_mal,7 times
7_min,7 minutes
7_schritte,7 steps
7_sec,7 seconds
7_tage,7 days
7_volt,7 volts
7sec,7 seconds
8%,8%
8.5v,8.5 volts
80%,80%
8000_u/min,8000 revolutions per minute
8000_upm_3_imp/kwu,8000 revolutions per minute (3 impulses per crankshaft rotation)
800_ms,800 milliseconds
80_l_kunststoff,80 liters plastic
80_liter,80 liters
80ah,80 ampere-hours
80ah_agm,80 ampere-hours (AGM)
81_l_stahl,81 liters steel
85%,85%
85_l_literskala,85 liters (liters scale)
85_l_prozentskala,85 liters (percentile scale)
85_liter,85 liters
85kw,85 kilowatts
8_amp,8 amperes
8_gaenge,8-speed
8_keys,8 keys
8_km/h,8 kilometers per hour
8_kmh,8 kilometers per hour
8_l,8 liters
8_liter,8 liters
8_mal,8 times
8_mhz,8 megahertz
8_min,8 minutes
8_minutes,8 minutes
8_s,8 seconds
8_samples,8 samples
8_seconds,8 seconds
8_v,8 volts
8_wandler,8 transducers
8_zylinder,8-cylinder
8_zylinder_benziner,8-cylinder gasoline
8_zylinder_diesel,8-cylinder diesel
8s,8 seconds
8sec,8 seconds
9,9
9.0_volt,9.0 volts
9.5_volt,9.5 volts
9.5v,9.5 volts
90%,90%
900_ms,900 milliseconds
90_l_literskala,90 liters (liters scale)
90_l_literskala_jex,
90_l_prozentskala,90 liters (percentage scale)
90_l_stahl,90 liters steel
90_l_u_zusatztank_alpina,90 liters + additional tank alpina
90_liter,90 liters
90agm,90 ampere-hours (AGM)
90ah,90 ampere-hours
90ah_agm,90 ampere-hours (AGM)
91_l_stahl,91 liters steel
92_l_literskala,92 liters (liters scale)
92_l_prozentskala,92 liters (percentage scale)
95_l_literskala,95 liters (liters scale)
95_l_prozentskala,95 liters (percentage scale)
95ah,95 ampere-hours
98ms,98 milliseconds
99.840_km,99840 kilometers
9_liter,9 liters
9_mal,9 times
9_min,9 minutes
9_seg_tankalgo2010,
9_volt,9 volts
9sec,9 seconds
A2DP_AUDIO_STREAMING,Bluetooth advanced audio distribution profile (A2DP) audio streaming
A2DP_AVRCP_EIN_AUS,Bluetooth advanced audio distribution profile (A2DP) audio/video remote control profile (AVRCP) on/off
A2DP_EIN_AUS,Bluetooth advanced audio distribution profile (A2DP) on/off
A2DP_PROFILE,Bluetooth advanced audio distribution profile (A2DP) profile
A3C6_APPL_MONITOR,
A4A,
A4A_REMOTE_APPS,
A569_APPL_MONITOR_UEP,
A_HBG_FUEL_TANK_C10,
A_HBG_FUEL_TANK_C30,
A_HYSTERESE,
A_HYSTERESE_FK,
A_MAX,Maximum acceleration [data<128 ? acceleration_m/s^2=data/10 : deceleration_m/s^2=(-data+256)/10]
A_MAX_DSC,Maximum acceleration [data<128 ? acceleration_m/s^2=data/10 : deceleration_m/s^2=(-data+256)/10]
A_MIN,Maximum deceleration [data<128 ? acceleration_m/s^2=data/10 : deceleration_m/s^2=(-data+256)/10]
A_MIN_DSC,Maximum deceleration [data<128 ? acceleration_m/s^2=data/10 : deceleration_m/s^2=(-data+256)/10]
A_QUER_OFFSET_D,
A_QUER_ZUSCHALT_MAX,
A_TEMP_DELTA_OFFSET,Outside temperature delta offset
A_TEMP_OFFSET_SCHWELLE,Outside temperature offset threshold
A_WUNSCH_NEG_FEIN,
A_WUNSCH_NEG_GROB,
A_WUNSCH_POS_FEIN,
A_WUNSCH_POS_GROB,
aa_beifahrer,
AACN_1,Automatic collision notification (AACN) 1
AACN_DATA_SEND,Advanced automatic collision notification (AACN) send data
AACN_INTEGRATIONSDAUER,
Aacn_INTEGRATIONSDAUER,
AAT_SCHUB_AUSST_OFFS,
AAT_SCHUB_EINST_OFFS,
ab,Down
AB_BOOST,
AB_DIMM,
ab_off_sbr_off,
AB_SCHWELLE_DEJUSH_1,Switch-off threshold for regulation processing unit (RPU) horizontal misalignment detection [angle_°=(data*180)/6434]
AB_SCHWELLE_DEJUSH_2,Switch-off threshold for signal processing unit (SPU) horizontal misalignment detection [angle_°=(data*180)/6434]
ab_sensor,AB Elektronik (manufacturer) sensor
ab_sensor_e53,AB Elektronik (manufacturer) sensor E53 (X5)
ABA_ABP,Braking functionality for active cruise control (ACC) with stop & go
ABBIEGELI_AUS_BEI_FL_LH,Cornering lights not simultaneously with high beams / flash-to-pass
ABBIEGELI_PL2_MIT_NSW,Cornering lights PL2 with front fog lights
ABBIEGELICHT_CKM_0,Car/key memory 1 for cornering lights
ABBIEGELICHT_CKM_1,Car/key memory 2 for cornering lights
ABBIEGELICHT_CKM_2,Car/key memory 3 for cornering lights
ABBIEGELICHT_CKM_3,Car/key memory 4 for cornering lights
ABBIEGELICHT_MIT_NSW,Cornering lights with front fog lights
ABBL_LZ_PROZENT,
ABBL_LZ_RKW,Steering angle in reverse to switch on cornering lights [angle_°=data/3]
ABBL_LZ_STAND,Steering angle at standstill to switch on cornering lights [angle_°=data/3]
ABBLENDLICHT_PRUEF,Check control notification for low beams
ABBLENDZEIT_1_LCD,Dimming time 1 for LCD
ABBLENDZEIT_1_LCD_FOND,Dimming time 1 for rear LCD
ABBLENDZEIT_2_LCD,Dimming time 2 for LCD
ABBLENDZEIT_2_LCD_FOND,Dimming time 2 for rear LCD
Abblendzeiten_LCD,Dimming times LCD
ABBRUCH_OEL_ANZ_BEI_FAHRT,Abort oil indicator when driving
abbz_1_basis_fond,
abbz_1_basis_fond_e67,
abbz_1_basis_fond_ir,
abbz_1_basis_front,
abbz_1_basis_front_e67,
abbz_1_basis_front_ir,
abbz_1_high_front,
abbz_1_high_front_e67,
abbz_1_high_front_ir,
abbz_2_basis_fond,
abbz_2_basis_fond_e67,
abbz_2_basis_fond_ir,
abbz_2_basis_front,
abbz_2_basis_front_e67,
abbz_2_basis_front_ir,
abbz_2_high_front,
abbz_2_high_front_e67,
abbz_2_high_front_ir,
ABFRAGEZEIT_AHM,Querying time of trailer module in low power mode [time_ms=data*30]
ABGASKLAPPE,Exhaust valve
ABGASKLAPPEN-Config,Exhaust valves configuration
abgesteckt,Disconnected
Abgleich-Werte,Calibration values
ABGLEICH_REAL_TIMER,Calibration real timer
Abgleichparameter,Calibration parameters
ABK_KLIMASTIL,
ABK_KNICK,
ABK_MIN_PROZ,
ABK_VERLAENG,
ABKLAPPSTELLUNG,Windscreen wipers service position to facilitate wiper blade change
ABKLAPPWERT,Passenger outside mirror tilt-down position in reverse
ABKLAPPWERT_GM,Passenger outside mirror tilt-down position in reverse
ABKUEHLFAKTOR,
ABL_AUS_BEI_FL_LH_EIN,Cornering lights not simultaneously with high beams / flash-to-pass
ABL_VER_SW5_VERKN,
ABLAGEVERRIEGELUNG,Glovebox lock
ABLAUFSTEUERUNG_1,Process control 1
ABLAUFSTEUERUNG_2,Process control 2
ABRISS_NTC_ATEMP1,
ABRISS_NTC_ATEMP1_E89,
ABRISS_NTC_ATEMP2,
ABRISS_NTC_ATEMP2_E89,
abs,Antilock braking system (ABS)
ABS,Antilock braking system (ABS)
abs_asc,Antilock braking system (ABS) / automatic stability control (ASC)
ABS_CAN,Antilock braking system (ABS) CAN-bus
ABS_K46,
ABS_K70,
ABS_LIEFERANT,Antilock braking system (ABS) supplier
ABS_MIN_2_OD_ALC_AKTIV_3,
ABS_MIN_STELLUNG_2,Manual vertical headlight aim control (LWR) position 2 lowest
abs_orpa,
ABS_PRESENCE,
ABS_REG_ENABLE,
abs_sensor,Antilock braking system (ABS) sensor
ABS_SPORT_MODUS,Antilock braking system (ABS) sport mode
ABS_SUPPLIER,Antilock braking system (ABS) supplier
ABS_TOLERANZ_LANGSAME_REG,
ABS_TOLERANZ_SCHNELLE_REG,
ABS_TYPE,Antilock braking system (ABS) type
ABS_VERBAUT,Antilock braking system (ABS) installed
ABS_VOL_GONG,Default output volume for gong
ABS_VOL_PDC,Default output volume for acoustic park distance control (PDC) signal
ABS_VOL_SRS,Default output volume for speech announcement
ABS_VOL_TA,Default output volume for traffic announcement
ABS_VOL_TEL,Default output volume for telephone call
ABSCHALT_GESCHWINDIGKEIT,Switch-off speed
ABSCHALT_KL50,Switch-off when starting engine
abschaltbar,Can switch off
ABSCHALTBARKEIT_DSC,Dynamic stability control (DSC) can switch off
ABSCHALTDREHZAHL_ANLASSER,Cut-off speed starter motor [speed_rpm=data*100]
ABSCHALTI,Switch-off conditions 1
ABSCHALTKRITERIEN_ECE,Switch-off condition Europe (switch off power windows after closing both front doors)
ABSCHALTKRITERIEN_US,Switch-off condition USA (switch off power windows after opening front door)
ABSCHALTMELDUNG,Switch-off notification
ABSCHALTPKT_ALBV_OEFF,
ABSCHALTPKT_MEM_OEFF,
ABSCHALTPUNKT_OBEN,
ABSCHALTSPANNUNG_KL_30,Switch-off voltage terminal 30 (battery - always hot)
ABSCHALTTEMP,Switch-off temperature
ABSCHALTTEMPERATUR,Switch-off temperature
ABSCHALTUNG_EKP_CRASH,
ABSCHALTUNG_KL15,
ABSCHALTUNG_KL_R,
ABSCHALTUNG_RFS,Switch-off reversing lights when trailer attached
ABSCHALTUNG_RFS_1,Switch-off reversing lights when trailer attached 1
ABSCHALTUNG_RUHE,Switch-off idle
ABSCHALTUNG_UNTERSPG,Undervoltage switch-off threshold for standing lights [voltage_V=0.7+(data*18)/255 : data=0=132]
ABSCHALTUNG_VERBRAUCHER,Switch-off consumer load
ABSCHALTWEG,Switch-off distance
ABSCHALTZEIT_IR,Switch-off time wireless infrared headphones [time_s=data]
ABSCHALTZEIT_IR_SENDER,Switch-off time wireless infrared headphones
ABSCHW_D_TAU_HI,Percentage of issued long-term filter time constants at maximum speed [percentage_%=data]
ABSCHW_D_TAU_HI_SP,Percentage of issued long-term filter time constants at maximum speed in sport mode [percentage_%=data]
ABSCHW_D_TAU_LO,Percentage of issued long-term filter time constants at minimum speed [percentage_%=data]
ABSCHW_D_TAU_LO_SP,Percentage of issued long-term filter time constants at minimum speed in sport mode [percentage_%=data]
ABSCHWAECH_D_TAU,Percentage of issued long-term filter time constants [percentage_%=data]
ABSCHWAECH_D_TAU_SP,Percentage of issued long-term filter time constants in sport mode [percentage_%=data]
ABSENK_ENTERTAINMENT_PDC,Mute entertainment when park distance control (PDC) activated
absenken,Decrease
absenkung_0.5_km/h,lowering 0.5 kilometers per hour
absenkung_0.7_km/h,lowering 0.7 kilometers per hour
ABSENKUNG_10_KM/H,
ABST_ENDT_VOR_PH_2_KI_BFH,Distance to target temperature for changing to heating phase 2 for rear passenger seat base [temperature_°C=data/8]
ABST_ENDT_VOR_PH_2_KI_BFS,Distance to target temperature for changing to heating phase 2 for passenger seat base [temperature_°C=data/8]
ABST_ENDT_VOR_PH_2_KI_FAH,Distance to target temperature for changing to heating phase 2 for rear driver seat base [temperature_°C=data/8]
ABST_ENDT_VOR_PH_2_KI_FAS,Distance to target temperature for changing to heating phase 2 for driver seat base [temperature_°C=data/8]
ABST_ENDT_VOR_PH_2_LE_BFH,Distance to target temperature for changing to heating phase 2 for rear passenger seat backrest [temperature_°C=data/8]
ABST_ENDT_VOR_PH_2_LE_BFS,Distance to target temperature for changing to heating phase 2 for passenger seat backrest [temperature_°C=data/8]
ABST_ENDT_VOR_PH_2_LE_FAH,Distance to target temperature for changing to heating phase 2 for rear driver seat backrest [temperature_°C=data/8]
ABST_ENDT_VOR_PH_2_LE_FAS,Distance to target temperature for changing to heating phase 2 for driver seat backrest [temperature_°C=data/8]
ABSTAND_DAUERTON_KOPPL,Distance continuous tone coupling
ABSTAND_DAUERTON_KOPPLUNG,Distance continuous tone coupling
ABSTAND_ECK_MIT_HI,Distance corner center rear
ABSTAND_ECKE_MIT_VO,Distance corner center front
ABSTAND_EINBAU_WANDLER,Sensor spacing
